APMC,Commodity,Year,date,modal_price,Type,msprice,fluctuation,Relative_fluctuation
Parli-Vaijnath,Sunflower,2015,2015-01,2900,Kharif Crops,3800.0,0,0
Gevrai,Sunflower,2015,2015-01,2501,Kharif Crops,3800.0,0,0
Ambejogai,Sunflower,2015,2015-01,3119,Kharif Crops,3800.0,0,0
Ambejogai,Sunflower,2015,2015-02,3050,Kharif Crops,3800.0,0,0
Ambejogai,Sunflower,2015,2015-12,3521,Kharif Crops,3800.0,0,0
Kopargaon,Sorgum(Jawar),2014,2014-12,1636,Kharif Crops,1550.0,0,0
Vaijapur,Sunflower,2015,2015-06,2767,Kharif Crops,3800.0,0,0
Vaijapur,Sunflower,2015,2015-07,3800,Kharif Crops,3800.0,0,0
Jalkot,Sorgum(Jawar),2016,2016-04,1500,Kharif Crops,1650.0,0,0
Newasa,Sorgum(Jawar),2014,2014-10,1550,Kharif Crops,1550.0,0,0
Daryapur,Sunflower,2015,2015-06,2700,Kharif Crops,3800.0,0,0
Chakur,Sorgum(Jawar),2016,2016-08,1670,Kharif Crops,1650.0,0,0
Daryapur,Sunflower,2015,2015-01,3036,Kharif Crops,3800.0,0,0
Mandhal,Wheat(Husked),2016,2016-07,1593,Rabi Crops,,0,0
Kalmeshwar,Wheat(Husked),2016,2016-07,1600,Rabi Crops,,0,0
Savner,Wheat(Husked),2016,2016-01,1390,Rabi Crops,,0,0
Chakur,Sorgum(Jawar),2016,2016-02,1988,Kharif Crops,1650.0,0,0
Ramtek,Wheat(Husked),2016,2016-02,1292,Rabi Crops,,0,0
Mandhal,Wheat(Husked),2016,2016-02,1484,Rabi Crops,,0,0
Ambejogai,Sunflower,2015,2015-03,3041,Kharif Crops,3800.0,0,0
Parli-Vaijnath,Sunflower,2015,2015-03,2875,Kharif Crops,3800.0,0,0
Parli-Vaijnath,Sunflower,2015,2015-11,3500,Kharif Crops,3800.0,0,0
Ambejogai,Sunflower,2015,2015-10,3050,Kharif Crops,3800.0,0,0
Jalna,Sunflower,2015,2015-06,2550,Kharif Crops,3800.0,0,0
Jalna,Sunflower,2015,2015-01,3000,Kharif Crops,3800.0,0,0
Ashti (Jalna),Sorgum(Jawar),2016,2016-02,1386,Kharif Crops,1650.0,0,0
Shirpur,Sunflower,2015,2015-03,2850,Kharif Crops,3800.0,0,0
Shirpur,Sunflower,2015,2015-06,2200,Kharif Crops,3800.0,0,0
Sakri,Sunflower,2015,2015-07,2733,Kharif Crops,3800.0,0,0
Shegaon,Sunflower,2015,2015-09,2843,Kharif Crops,3800.0,0,0
Khamgaon,Sunflower,2015,2015-09,3000,Kharif Crops,3800.0,0,0
Shegaon,Sunflower,2015,2015-10,3105,Kharif Crops,3800.0,0,0
Shegaon,Sunflower,2015,2015-05,3030,Kharif Crops,3800.0,0,0
Sindi,Cotton,2014,2014-10,3950,Kharif Crops,3750.0,0,0
Shegaon,Sunflower,2015,2015-03,2917,Kharif Crops,3800.0,0,0
Shegaon,Sunflower,2015,2015-06,2940,Kharif Crops,3800.0,0,0
Jalgaon Jamod-Aasalgaon,Sunflower,2015,2015-06,2000,Kharif Crops,3800.0,0,0
Mandhal,Wheat(Husked),2016,2016-10,1650,Rabi Crops,,0,0
Shegaon,Sunflower,2015,2015-08,3250,Kharif Crops,3800.0,0,0
Khamgaon,Sunflower,2015,2015-08,3175,Kharif Crops,3800.0,0,0
Shegaon,Sunflower,2015,2015-04,3134,Kharif Crops,3800.0,0,0
Kada,Sunflower,2015,2015-09,3175,Kharif Crops,3800.0,0,0
Kopargaon,Sorgum(Jawar),2014,2014-10,1400,Kharif Crops,1550.0,0,0
Jalkot,Sorgum(Jawar),2016,2016-02,1519,Kharif Crops,1650.0,0,0
Naigaon,Sorgum(Jawar),2016,2016-01,1388,Kharif Crops,1650.0,0,0
Savner,Sorgum(Jawar),2016,2016-07,1181,Kharif Crops,1650.0,0,0
Savner,Sorgum(Jawar),2016,2016-08,1175,Kharif Crops,1650.0,0,0
Umarkhed,Cotton,2015,2015-12,4100,Kharif Crops,3800.0,0,0
Umared,Sorgum(Jawar),2016,2016-02,1300,Kharif Crops,1650.0,0,0
Pandharkawada,Cotton,2015,2015-12,4100,Kharif Crops,3800.0,0,0
Jalna-Badnapur,Wheat(Husked),2016,2016-06,1817,Rabi Crops,,0,0
Kannad,Sorgum(Jawar),2014,2014-12,1375,Kharif Crops,1550.0,0,0
Digras,Cotton,2015,2015-12,4100,Kharif Crops,3800.0,0,0
Vaijapur,Sorgum(Jawar),2014,2014-12,1411,Kharif Crops,1550.0,0,0
Umared,Sorgum(Jawar),2016,2016-01,1750,Kharif Crops,1650.0,0,0
Umared,Sorgum(Jawar),2016,2016-07,1550,Kharif Crops,1650.0,0,0
Devani,Sorgum(Jawar),2016,2016-01,1200,Kharif Crops,1650.0,0,0
Jalna-Badnapur,Wheat(Husked),2016,2016-02,1650,Rabi Crops,,0,0
Umared,Sorgum(Jawar),2016,2016-10,2500,Kharif Crops,1650.0,0,0
Umared,Sorgum(Jawar),2016,2016-09,2100,Kharif Crops,1650.0,0,0
Jalgaon-Masawat,Wheat(Husked),2016,2016-09,1817,Rabi Crops,,0,0
Kundalwadi,Sorgum(Jawar),2016,2016-02,1702,Kharif Crops,1650.0,0,0
Jalgaon-Masawat,Wheat(Husked),2016,2016-10,1600,Rabi Crops,,0,0
Naigaon,Sorgum(Jawar),2016,2016-02,1410,Kharif Crops,1650.0,0,0
Mukhed,Sorgum(Jawar),2016,2016-01,1600,Kharif Crops,1650.0,0,0
Bodwad-Varangaon,Wheat(Husked),2016,2016-05,1463,Rabi Crops,,0,0
Katol,Sorgum(Jawar),2016,2016-08,1323,Kharif Crops,1650.0,0,0
Chakur,Sorgum(Jawar),2016,2016-10,1701,Kharif Crops,1650.0,0,0
Varud,Sorgum(Jawar),2014,2014-12,1530,Kharif Crops,1550.0,0,0
Digras,Cotton,2015,2015-11,4084,Kharif Crops,3800.0,0,0
Jalkot,Sorgum(Jawar),2016,2016-01,1506,Kharif Crops,1650.0,0,0
Akola,Sunflower,2015,2015-02,2500,Kharif Crops,3800.0,0,0
Chakur,Sorgum(Jawar),2016,2016-06,1983,Kharif Crops,1650.0,0,0
Newasa,Sorgum(Jawar),2014,2014-09,1540,Kharif Crops,1550.0,0,0
Jalkot,Wheat(Husked),2016,2016-05,1600,Rabi Crops,,0,0
Akola,Sunflower,2015,2015-04,3450,Kharif Crops,3800.0,0,0
Rahuri-Vambori,Sunflower,2015,2015-05,3000,Kharif Crops,3800.0,0,0
Ahmedpur,Wheat(Husked),2016,2016-05,1400,Rabi Crops,,0,0
Jalkot,Wheat(Husked),2016,2016-06,1600,Rabi Crops,,0,0
Rahuri-Vambori,Sunflower,2015,2015-02,2751,Kharif Crops,3800.0,0,0
Rahuri-Vambori,Sunflower,2015,2015-12,3399,Kharif Crops,3800.0,0,0
Rahuri-Vambori,Sunflower,2015,2015-04,2908,Kharif Crops,3800.0,0,0
Latur-Murud,Wheat(Husked),2016,2016-08,1469,Rabi Crops,,0,0
Chakur,Sorgum(Jawar),2016,2016-03,2026,Kharif Crops,1650.0,0,0
Jalkot,Sorgum(Jawar),2016,2016-03,1500,Kharif Crops,1650.0,0,0
Chakur,Sorgum(Jawar),2016,2016-05,2208,Kharif Crops,1650.0,0,0
Jalkot,Sorgum(Jawar),2016,2016-05,1500,Kharif Crops,1650.0,0,0
Umarkhed,Cotton,2015,2015-11,4100,Kharif Crops,3800.0,0,0
Chandur Rly.,Sorgum(Jawar),2014,2014-12,1550,Kharif Crops,1550.0,0,0
Sonpeth,Wheat(Husked),2014,2014-10,1489,Rabi Crops,1450.0,0,0
Purna,Wheat(Husked),2014,2014-10,1476,Rabi Crops,1450.0,0,0
Umarga,Safflower,2015,2015-11,2606,Rabi Crops,3300.0,0,0
Devala,Rice(Paddyhus),2015,2015-07,1496,Kharif Crops,1450.0,0,0
Varud,Sorgum(Jawar),2015,2015-12,1570,Kharif Crops,1590.0,0,0
Lasalgaon,Rice(Paddyhus),2015,2015-10,1662,Kharif Crops,1450.0,0,0
Devala,Rice(Paddyhus),2015,2015-10,1575,Kharif Crops,1450.0,0,0
Akluj,Sorgum(Jawar),2015,2015-12,1700,Kharif Crops,1590.0,0,0
Devala,Rice(Paddyhus),2015,2015-11,1376,Kharif Crops,1450.0,0,0
Lasalgaon,Rice(Paddyhus),2015,2015-05,1652,Kharif Crops,1450.0,0,0
Daryapur,Sorgum(Jawar),2015,2015-08,1170,Kharif Crops,1590.0,0,0
Devala,Rice(Paddyhus),2015,2015-06,1500,Kharif Crops,1450.0,0,0
Sinner,Rice(Paddyhus),2015,2015-07,2651,Kharif Crops,1450.0,0,0
Sinner,Rice(Paddyhus),2015,2015-02,1625,Kharif Crops,1450.0,0,0
Sinner,Rice(Paddyhus),2015,2015-09,2600,Kharif Crops,1450.0,0,0
Lasalgaon,Rice(Paddyhus),2015,2015-02,1691,Kharif Crops,1450.0,0,0
Lasalgaon,Rice(Paddyhus),2015,2015-12,1681,Kharif Crops,1450.0,0,0
Devala,Rice(Paddyhus),2015,2015-12,1400,Kharif Crops,1450.0,0,0
Sinner,Rice(Paddyhus),2015,2015-08,1502,Kharif Crops,1450.0,0,0
Devala,Rice(Paddyhus),2015,2015-08,1630,Kharif Crops,1450.0,0,0
Lasalgaon,Rice(Paddyhus),2015,2015-04,1650,Kharif Crops,1450.0,0,0
Nandurbar,Rice(Paddyhus),2015,2015-03,6000,Kharif Crops,1450.0,0,0
Nandurbar,Rice(Paddyhus),2015,2015-06,3500,Kharif Crops,1450.0,0,0
Nandurbar,Rice(Paddyhus),2015,2015-01,3238,Kharif Crops,1450.0,0,0
Devala,Rice(Paddyhus),2015,2015-09,1620,Kharif Crops,1450.0,0,0
Akluj,Sorgum(Jawar),2015,2015-04,1622,Kharif Crops,1590.0,0,0
Kalamb (Os),Safflower,2015,2015-10,2331,Rabi Crops,3300.0,0,0
Indapur,Rice(Paddyhus),2015,2015-10,1150,Kharif Crops,1450.0,0,0
Jintur-Bori,Sorgum(Jawar),2015,2015-12,1300,Kharif Crops,1590.0,0,0
Purna,Sorgum(Jawar),2015,2015-02,1395,Kharif Crops,1590.0,0,0
Barshi-Vairag,Paddyunhusked,2014,2014-11,800,Kharif Crops,1360.0,0,0
Purna,Sorgum(Jawar),2015,2015-03,1132,Kharif Crops,1590.0,0,0
Varud,Sorgum(Jawar),2015,2015-03,1530,Kharif Crops,1590.0,0,0
Jintur-Bori,Sorgum(Jawar),2015,2015-11,1296,Kharif Crops,1590.0,0,0
Purna,Sorgum(Jawar),2015,2015-11,1150,Kharif Crops,1590.0,0,0
Varud-Rajura Bazar,Sorgum(Jawar),2015,2015-06,1106,Kharif Crops,1590.0,0,0
Indapur,Rice(Paddyhus),2015,2015-09,1175,Kharif Crops,1450.0,0,0
Palam,Sorgum(Jawar),2015,2015-10,1800,Kharif Crops,1590.0,0,0
Indapur,Rice(Paddyhus),2015,2015-08,1168,Kharif Crops,1450.0,0,0
Varud-Rajura Bazar,Sorgum(Jawar),2015,2015-07,1139,Kharif Crops,1590.0,0,0
Varud-Rajura Bazar,Sorgum(Jawar),2015,2015-01,1417,Kharif Crops,1590.0,0,0
Indapur,Rice(Paddyhus),2015,2015-11,1200,Kharif Crops,1450.0,0,0
Varud,Sorgum(Jawar),2015,2015-01,1530,Kharif Crops,1590.0,0,0
Purna,Sorgum(Jawar),2015,2015-10,1184,Kharif Crops,1590.0,0,0
Indapur,Rice(Paddyhus),2015,2015-06,1176,Kharif Crops,1450.0,0,0
Shevgaon-Bodhegaon,Wheat(Husked),2014,2014-12,1497,Rabi Crops,1450.0,0,0
Daryapur,Sorgum(Jawar),2015,2015-01,1066,Kharif Crops,1590.0,0,0
Varud,Sorgum(Jawar),2015,2015-02,1530,Kharif Crops,1590.0,0,0
Nandurbar,Rice(Paddyhus),2015,2015-02,3375,Kharif Crops,1450.0,0,0
Navapur,Rice(Paddyhus),2015,2015-12,1720,Kharif Crops,1450.0,0,0
Bhokar,Rice(Paddyhus),2015,2015-09,2000,Kharif Crops,1450.0,0,0
Zarijamini,Sorgum(Jawar),2015,2015-11,1550,Kharif Crops,1590.0,0,0
Rahuri,Sorgum(Jawar),2015,2015-05,1550,Kharif Crops,1590.0,0,0
Newasa,Sorgum(Jawar),2015,2015-05,1550,Kharif Crops,1590.0,0,0
Rahuri,Sorgum(Jawar),2015,2015-03,1537,Kharif Crops,1590.0,0,0
Newasa,Sorgum(Jawar),2015,2015-06,1550,Kharif Crops,1590.0,0,0
Shrirampur,Rice(Paddyhus),2015,2015-01,1300,Kharif Crops,1450.0,0,0
Shrirampur,Rice(Paddyhus),2015,2015-08,1172,Kharif Crops,1450.0,0,0
Yeotmal,Sorgum(Jawar),2015,2015-05,1530,Kharif Crops,1590.0,0,0
Digras,Sorgum(Jawar),2015,2015-11,1573,Kharif Crops,1590.0,0,0
Newasa,Sorgum(Jawar),2015,2015-07,1550,Kharif Crops,1590.0,0,0
Kopargaon,Sorgum(Jawar),2015,2015-01,1158,Kharif Crops,1590.0,0,0
Bhokar,Rice(Paddyhus),2015,2015-10,1650,Kharif Crops,1450.0,0,0
Rahuri,Sorgum(Jawar),2015,2015-02,1592,Kharif Crops,1590.0,0,0
Newasa,Sorgum(Jawar),2015,2015-02,1592,Kharif Crops,1590.0,0,0
Digras,Sorgum(Jawar),2015,2015-10,1535,Kharif Crops,1590.0,0,0
Shrirampur-Belapur,Sorgum(Jawar),2015,2015-12,1180,Kharif Crops,1590.0,0,0
Newasa,Sorgum(Jawar),2015,2015-12,1600,Kharif Crops,1590.0,0,0
Sinner,Rice(Paddyhus),2016,2016-11,1700,Kharif Crops,1510.0,0,0
Ambejogai,Wheat(Husked),2014,2014-11,1710,Rabi Crops,1450.0,0,0
Raver,Rice(Paddyhus),2016,2016-11,1450,Kharif Crops,1510.0,0,0
Sakri,Rice(Paddyhus),2016,2016-11,2700,Kharif Crops,1510.0,0,0
Digras,Sorgum(Jawar),2015,2015-07,1543,Kharif Crops,1590.0,0,0
Lakhandur,Rice(Paddyhus),2015,2015-11,1500,Kharif Crops,1450.0,0,0
Aheri,Rice(Paddyhus),2015,2015-12,1690,Kharif Crops,1450.0,0,0
Aheri,Rice(Paddyhus),2015,2015-07,1788,Kharif Crops,1450.0,0,0
Bhokar,Rice(Paddyhus),2015,2015-06,1700,Kharif Crops,1450.0,0,0
Bhokar,Rice(Paddyhus),2015,2015-12,1610,Kharif Crops,1450.0,0,0
Bhokar,Rice(Paddyhus),2015,2015-08,1550,Kharif Crops,1450.0,0,0
Bhokar,Rice(Paddyhus),2015,2015-04,1725,Kharif Crops,1450.0,0,0
Akluj,Sorgum(Jawar),2015,2015-02,1750,Kharif Crops,1590.0,0,0
Ramtek,Rice(Paddyhus),2015,2015-09,1550,Kharif Crops,1450.0,0,0
Akluj,Sorgum(Jawar),2015,2015-01,1411,Kharif Crops,1590.0,0,0
Akluj,Sorgum(Jawar),2015,2015-03,1918,Kharif Crops,1590.0,0,0
Akluj,Sorgum(Jawar),2015,2015-09,2005,Kharif Crops,1590.0,0,0
Hinganghat,Sorgum(Jawar),2015,2015-12,1183,Kharif Crops,1590.0,0,0
Karanja,Sorgum(Jawar),2015,2015-03,1548,Kharif Crops,1590.0,0,0
Yeotmal,Sorgum(Jawar),2015,2015-04,1530,Kharif Crops,1590.0,0,0
Ahmedpur,Rice(Paddyhus),2015,2015-12,1631,Kharif Crops,1450.0,0,0
Shrirampur-Belapur,Sorgum(Jawar),2015,2015-09,1000,Kharif Crops,1590.0,0,0
Pandharkawada,Sorgum(Jawar),2015,2015-08,1100,Kharif Crops,1590.0,0,0
Digras,Sorgum(Jawar),2015,2015-12,1572,Kharif Crops,1590.0,0,0
Aheri,Rice(Paddyhus),2015,2015-05,1750,Kharif Crops,1450.0,0,0
Aheri,Rice(Paddyhus),2015,2015-03,1700,Kharif Crops,1450.0,0,0
Aheri,Rice(Paddyhus),2015,2015-06,1700,Kharif Crops,1450.0,0,0
Varud-Rajura Bazar,Sorgum(Jawar),2015,2015-05,1107,Kharif Crops,1590.0,0,0
Tuljapur,Sorgum(Jawar),2015,2015-09,1650,Kharif Crops,1590.0,0,0
Murum,Sorgum(Jawar),2015,2015-09,1879,Kharif Crops,1590.0,0,0
Sengaon,Sorgum(Jawar),2015,2015-10,1550,Kharif Crops,1590.0,0,0
Kurdwadi,Bajri,2014,2014-12,1363,Kharif Crops,1250.0,0,0
Kalamnuri,Sorgum(Jawar),2015,2015-07,1500,Kharif Crops,1590.0,0,0
Pandharpur,Bajri,2014,2014-12,1313,Kharif Crops,1250.0,0,0
Sengaon,Sorgum(Jawar),2015,2015-07,1600,Kharif Crops,1590.0,0,0
Hingoli,Sorgum(Jawar),2015,2015-11,1774,Kharif Crops,1590.0,0,0
Kalamnuri,Sorgum(Jawar),2015,2015-11,1600,Kharif Crops,1590.0,0,0
Hingoli,Sorgum(Jawar),2015,2015-10,1738,Kharif Crops,1590.0,0,0
Kurdwadi,Bajri,2014,2014-11,1501,Kharif Crops,1250.0,0,0
Kalamnuri,Sorgum(Jawar),2015,2015-10,1600,Kharif Crops,1590.0,0,0
Basmat,Sorgum(Jawar),2015,2015-09,1165,Kharif Crops,1590.0,0,0
Raver,Bajri,2014,2014-09,1575,Kharif Crops,1250.0,0,0
Kalamnuri,Sorgum(Jawar),2015,2015-09,1575,Kharif Crops,1590.0,0,0
Kurdwadi,Bajri,2014,2014-10,1541,Kharif Crops,1250.0,0,0
Ausa,Bajri,2014,2014-10,1551,Kharif Crops,1250.0,0,0
Ahmedpur,Bajri,2014,2014-10,1111,Kharif Crops,1250.0,0,0
Ausa,Bajri,2014,2014-11,1769,Kharif Crops,1250.0,0,0
Jamner,Sorgum(Jawar),2015,2015-12,1570,Kharif Crops,1590.0,0,0
Mantha,Bajri,2014,2014-11,1525,Kharif Crops,1250.0,0,0
Kurdwadi,Bajri,2014,2014-09,1500,Kharif Crops,1250.0,0,0
Mantha,Bajri,2014,2014-12,1475,Kharif Crops,1250.0,0,0
Kalamnuri,Sorgum(Jawar),2015,2015-02,1500,Kharif Crops,1590.0,0,0
Akhadabalapur,Sorgum(Jawar),2015,2015-02,1500,Kharif Crops,1590.0,0,0
Akluj,Bajri,2014,2014-12,1351,Kharif Crops,1250.0,0,0
Akkolkot,Bajri,2014,2014-12,1350,Kharif Crops,1250.0,0,0
Sailu,Bajri,2014,2014-10,1600,Kharif Crops,1250.0,0,0
Sailu,Bajri,2014,2014-11,1586,Kharif Crops,1250.0,0,0
Jintur-Bori,Bajri,2014,2014-11,1501,Kharif Crops,1250.0,0,0
Jintur,Bajri,2014,2014-11,1401,Kharif Crops,1250.0,0,0
Murum,Bajri,2014,2014-09,1250,Kharif Crops,1250.0,0,0
Tuljapur,Bajri,2014,2014-10,1251,Kharif Crops,1250.0,0,0
Jalgaon Jamod,Sorgum(Jawar),2015,2015-06,1200,Kharif Crops,1590.0,0,0
Sakri,Sorgum(Jawar),2015,2015-07,1133,Kharif Crops,1590.0,0,0
Tuljapur,Bajri,2014,2014-11,1326,Kharif Crops,1250.0,0,0
Murum,Bajri,2014,2014-12,1355,Kharif Crops,1250.0,0,0
Sakri,Sorgum(Jawar),2015,2015-11,1151,Kharif Crops,1590.0,0,0
Aheri,Sorgum(Jawar),2015,2015-12,1200,Kharif Crops,1590.0,0,0
Aheri,Sorgum(Jawar),2015,2015-07,1120,Kharif Crops,1590.0,0,0
Aheri,Sorgum(Jawar),2015,2015-06,1200,Kharif Crops,1590.0,0,0
Aheri,Sorgum(Jawar),2015,2015-05,1227,Kharif Crops,1590.0,0,0
Kalamnuri,Sorgum(Jawar),2015,2015-08,1520,Kharif Crops,1590.0,0,0
Sengaon,Sorgum(Jawar),2015,2015-08,1590,Kharif Crops,1590.0,0,0
Hingoli,Sorgum(Jawar),2015,2015-12,1700,Kharif Crops,1590.0,0,0
Sengaon,Sorgum(Jawar),2015,2015-12,1578,Kharif Crops,1590.0,0,0
Jalna-Badnapur,Bajri,2014,2014-12,1450,Kharif Crops,1250.0,0,0
Bhusaval,Bajri,2014,2014-10,1250,Kharif Crops,1250.0,0,0
Tuljapur,Sorgum(Jawar),2015,2015-10,1150,Kharif Crops,1590.0,0,0
Yeola,Sorgum(Jawar),2015,2015-05,1701,Kharif Crops,1590.0,0,0
Naigaon,Sorgum(Jawar),2015,2015-09,1300,Kharif Crops,1590.0,0,0
Kannad,Sorgum(Jawar),2015,2015-12,1751,Kharif Crops,1590.0,0,0
Sillod-Bharadi,Sorgum(Jawar),2015,2015-08,1125,Kharif Crops,1590.0,0,0
Ahmedpur,Paddyunhusked,2014,2014-11,851,Kharif Crops,1360.0,0,0
Lasalgaon-Vinchur,Sorgum(Jawar),2015,2015-08,1100,Kharif Crops,1590.0,0,0
Lasalgaon,Sorgum(Jawar),2015,2015-01,2226,Kharif Crops,1590.0,0,0
Kannad,Sorgum(Jawar),2015,2015-08,1460,Kharif Crops,1590.0,0,0
Lasalgaon-Vinchur,Sorgum(Jawar),2015,2015-06,1471,Kharif Crops,1590.0,0,0
Daryapur,Sorgum(Jawar),2015,2015-09,1501,Kharif Crops,1590.0,0,0
Pandharpur,Pigeon Pea (Tur),2015,2015-02,4925,Kharif Crops,4425.0,0,0
Raver,Bajri,2014,2014-11,1238,Kharif Crops,1250.0,0,0
Ghoti,Paddyunhusked,2014,2014-09,2200,Kharif Crops,1360.0,0,0
Umarga,Paddyunhusked,2014,2014-12,884,Kharif Crops,1360.0,0,0
Chandur Rly.,Sorgum(Jawar),2015,2015-10,1600,Kharif Crops,1590.0,0,0
Murum,Sorgum(Jawar),2015,2015-08,1921,Kharif Crops,1590.0,0,0
Tuljapur,Sorgum(Jawar),2015,2015-08,2450,Kharif Crops,1590.0,0,0
Varud,Sorgum(Jawar),2015,2015-11,1570,Kharif Crops,1590.0,0,0
Tuljapur,Sorgum(Jawar),2015,2015-07,1121,Kharif Crops,1590.0,0,0
Murum,Sorgum(Jawar),2015,2015-05,1831,Kharif Crops,1590.0,0,0
Murum,Sorgum(Jawar),2015,2015-10,1962,Kharif Crops,1590.0,0,0
Mukhed,Sorgum(Jawar),2015,2015-09,1291,Kharif Crops,1590.0,0,0
Paithan,Sorgum(Jawar),2015,2015-02,1,Kharif Crops,1590.0,0,0
Nanded,Sorgum(Jawar),2015,2015-02,1211,Kharif Crops,1590.0,0,0
Kannad,Sorgum(Jawar),2015,2015-07,1502,Kharif Crops,1590.0,0,0
Bhusaval,Bajri,2014,2014-11,1317,Kharif Crops,1250.0,0,0
Jalgaon,Bajri,2014,2014-12,1398,Kharif Crops,1250.0,0,0
Bhusaval,Bajri,2014,2014-12,1300,Kharif Crops,1250.0,0,0
Malkapur,Bajri,2014,2014-09,1500,Kharif Crops,1250.0,0,0
Lakhandur,Paddyunhusked,2014,2014-10,1867,Kharif Crops,1360.0,0,0
Lakhani,Paddyunhusked,2014,2014-10,2725,Kharif Crops,1360.0,0,0
Khamgaon,Bajri,2014,2014-09,1200,Kharif Crops,1250.0,0,0
Shegaon,Bajri,2014,2014-11,1220,Kharif Crops,1250.0,0,0
Ambejogai,Bajri,2014,2014-09,1300,Kharif Crops,1250.0,0,0
Ambejogai,Bajri,2014,2014-12,1496,Kharif Crops,1250.0,0,0
Achalpur,Bajri,2014,2014-10,1725,Kharif Crops,1250.0,0,0
Savner,Sorgum(Jawar),2015,2015-04,1100,Kharif Crops,1590.0,0,0
Aheri,Paddyunhusked,2014,2014-12,1412,Kharif Crops,1360.0,0,0
Katol,Sorgum(Jawar),2015,2015-07,950,Kharif Crops,1590.0,0,0
Katol,Sorgum(Jawar),2015,2015-06,1038,Kharif Crops,1590.0,0,0
Aheri,Paddyunhusked,2014,2014-10,1850,Kharif Crops,1360.0,0,0
Kalmeshwar,Sorgum(Jawar),2015,2015-10,1300,Kharif Crops,1590.0,0,0
Aheri,Paddyunhusked,2014,2014-09,1400,Kharif Crops,1360.0,0,0
Katol,Sorgum(Jawar),2015,2015-09,1127,Kharif Crops,1590.0,0,0
Aheri,Rice(Paddyhus),2016,2016-11,2000,Kharif Crops,1510.0,0,0
Newasa,Sorgum(Jawar),2015,2015-08,1800,Kharif Crops,1590.0,0,0
Sironcha,Rice(Paddyhus),2016,2016-11,2000,Kharif Crops,1510.0,0,0
Aheri,Sorgum(Jawar),2016,2016-04,1500,Kharif Crops,1650.0,0,0
Sironcha,Rice(Paddyhus),2016,2016-08,2000,Kharif Crops,1510.0,0,0
Aheri,Rice(Paddyhus),2016,2016-08,2000,Kharif Crops,1510.0,0,0
Aheri,Rice(Paddyhus),2016,2016-04,3600,Kharif Crops,1510.0,0,0
Sakri,Sorgum(Jawar),2016,2016-04,1450,Kharif Crops,1650.0,0,0
Lakhandur,Rice(Paddyhus),2016,2016-10,1650,Kharif Crops,1510.0,0,0
Sakri,Sorgum(Jawar),2016,2016-01,1139,Kharif Crops,1650.0,0,0
Dondaicha-Sindkheda,Sorgum(Jawar),2016,2016-07,1900,Kharif Crops,1650.0,0,0
Sakri,Sorgum(Jawar),2016,2016-05,1186,Kharif Crops,1650.0,0,0
Samudrapur,Wheat(Husked),2016,2016-02,1485,Rabi Crops,,0,0
Aheri,Sorgum(Jawar),2016,2016-08,1450,Kharif Crops,1650.0,0,0
Washim,Safflower,2015,2015-08,2000,Rabi Crops,3300.0,0,0
Aheri,Sorgum(Jawar),2016,2016-02,1283,Kharif Crops,1650.0,0,0
Samudrapur,Wheat(Husked),2016,2016-04,1400,Rabi Crops,,0,0
Aheri,Sorgum(Jawar),2016,2016-03,1500,Kharif Crops,1650.0,0,0
Akhadabalapur,Sorgum(Jawar),2016,2016-04,1500,Kharif Crops,1650.0,0,0
Basmat,Sorgum(Jawar),2016,2016-04,1250,Kharif Crops,1650.0,0,0
Hingoli,Sorgum(Jawar),2016,2016-04,2060,Kharif Crops,1650.0,0,0
Sangamner,Rice(Paddyhus),2016,2016-06,1549,Kharif Crops,1510.0,0,0
Sangamner,Rice(Paddyhus),2016,2016-08,1550,Kharif Crops,1510.0,0,0
Washim,Safflower,2015,2015-10,1790,Rabi Crops,3300.0,0,0
Aheri,Rice(Paddyhus),2016,2016-01,3600,Kharif Crops,1510.0,0,0
Naigaon,Wheat(Husked),2014,2014-11,1375,Rabi Crops,1450.0,0,0
Aheri,Rice(Paddyhus),2016,2016-07,2900,Kharif Crops,1510.0,0,0
Sironcha,Rice(Paddyhus),2016,2016-07,2000,Kharif Crops,1510.0,0,0
Bhokar,Rice(Paddyhus),2016,2016-02,1600,Kharif Crops,1510.0,0,0
Ahmedpur,Rice(Paddyhus),2016,2016-01,1425,Kharif Crops,1510.0,0,0
Ner Parasopant,Wheat(Husked),2016,2016-04,1500,Rabi Crops,,0,0
Jalgaon Jamod,Sorgum(Jawar),2016,2016-10,1250,Kharif Crops,1650.0,0,0
Pachora,Rice(Paddyhus),2016,2016-10,1326,Kharif Crops,1510.0,0,0
Mandhal,Wheat(Husked),2014,2014-12,1501,Rabi Crops,1450.0,0,0
Raver,Rice(Paddyhus),2016,2016-08,1527,Kharif Crops,1510.0,0,0
Mandhal,Wheat(Husked),2014,2014-11,1489,Rabi Crops,1450.0,0,0
Sironcha,Rice(Paddyhus),2016,2016-09,2000,Kharif Crops,1510.0,0,0
Mandhal,Wheat(Husked),2014,2014-10,1441,Rabi Crops,1450.0,0,0
Aheri,Rice(Paddyhus),2016,2016-09,3133,Kharif Crops,1510.0,0,0
Sironcha,Rice(Paddyhus),2016,2016-10,2000,Kharif Crops,1510.0,0,0
Aheri,Rice(Paddyhus),2016,2016-10,4000,Kharif Crops,1510.0,0,0
Kalmeshwar,Wheat(Husked),2014,2014-09,1450,Rabi Crops,1450.0,0,0
