APMC,Commodity,Year,date,modal_price,Type,msprice,fluctuation,Relative_fluctuation
Kolhapur-Laxmipuri,Rice(Paddyhus),2014,2014-11,3300,Kharif Crops,1400.0,3550,92
Solapur,Rice(Paddyhus),2014,2014-12,3782,Kharif Crops,1400.0,3549,92
Solapur,Rice(Paddyhus),2016,2016-07,3277,Kharif Crops,1510.0,3538,91
Solapur,Rice(Paddyhus),2015,2015-02,3688,Kharif Crops,1450.0,3534,91
Kolhapur-Laxmipuri,Rice(Paddyhus),2014,2014-09,3000,Kharif Crops,1400.0,3525,96
Solapur,Rice(Paddyhus),2015,2015-01,3790,Kharif Crops,1450.0,3523,91
Solapur,Rice(Paddyhus),2015,2015-09,3645,Kharif Crops,1450.0,3513,91
Sangali,Pigeon Pea (Tur),2015,2015-10,10500,Kharif Crops,4425.0,3500,36
Mumbai,Rice(Paddyhus),2015,2015-04,6377,Kharif Crops,1450.0,3496,54
Solapur,Rice(Paddyhus),2015,2015-03,3674,Kharif Crops,1450.0,3472,90
Sangrampur-Varvatbakal,Pigeon Pea (Tur),2015,2015-10,8050,Kharif Crops,4425.0,3460,48
Solapur,Rice(Paddyhus),2015,2015-04,3658,Kharif Crops,1450.0,3434,90
Sangali,Rice(Paddyhus),2016,2016-11,4457,Kharif Crops,1510.0,3422,89
Solapur,Rice(Paddyhus),2016,2016-06,3298,Kharif Crops,1510.0,3421,87
Balapur,Pigeon Pea (Tur),2015,2015-08,8360,Kharif Crops,4425.0,3405,49
Kolhapur-Laxmipuri,Rice(Paddyhus),2015,2015-01,3000,Kharif Crops,1450.0,3400,93
Kalyan,Rice(Paddyhus),2016,2016-02,3900,Kharif Crops,1510.0,3400,104
Solapur,Rice(Paddyhus),2015,2015-05,3531,Kharif Crops,1450.0,3386,90
Solapur,Rice(Paddyhus),2016,2016-08,3225,Kharif Crops,1510.0,3381,87
Solapur,Rice(Paddyhus),2015,2015-06,3506,Kharif Crops,1450.0,3356,89
Mumbai,Rice(Paddyhus),2014,2014-11,7371,Kharif Crops,1400.0,3346,44
Solapur,Rice(Paddyhus),2015,2015-07,3490,Kharif Crops,1450.0,3330,89
Solapur,Rice(Paddyhus),2015,2015-10,3452,Kharif Crops,1450.0,3307,88
Khamgaon,Pigeon Pea (Tur),2015,2015-10,9586,Kharif Crops,4425.0,3303,36
Malkapur,Pigeon Pea (Tur),2015,2015-09,7937,Kharif Crops,4425.0,3296,43
Solapur,Rice(Paddyhus),2016,2016-09,3207,Kharif Crops,1510.0,3293,86
Kolhapur-Laxmipuri,Rice(Paddyhus),2015,2015-02,2663,Kharif Crops,1450.0,3250,90
Mumbai,Rice(Paddyhus),2015,2015-06,5540,Kharif Crops,1450.0,3246,59
Mangrulpeer,Pigeon Pea (Tur),2015,2015-12,9289,Kharif Crops,4425.0,3238,40
Solapur,Rice(Paddyhus),2015,2015-08,3427,Kharif Crops,1450.0,3232,87
Mumbai,Rice(Paddyhus),2015,2015-03,6089,Kharif Crops,1450.0,3227,53
Khalapur(Shil-Phata),Rice(Paddyhus),2016,2016-05,3342,Kharif Crops,1510.0,3209,83
Mumbai,Mustard,2015,2015-02,6400,Rabi Crops,3350.0,3200,50
Shirpur,Sesamum,2014,2014-11,9182,Kharif Crops,4600.0,3181,37
Solapur,Rice(Paddyhus),2016,2016-10,3018,Kharif Crops,1510.0,3127,85
Khamgaon,Pigeon Pea (Tur),2015,2015-12,8786,Kharif Crops,4425.0,3111,38
Manwat,Pigeon Pea (Tur),2015,2015-10,9250,Kharif Crops,4425.0,3100,38
Indapur-Bhigwan,Pigeon Pea (Tur),2015,2015-12,8140,Kharif Crops,4425.0,3100,42
Solapur,Rice(Paddyhus),2016,2016-05,3274,Kharif Crops,1510.0,3098,83
Solapur,Rice(Paddyhus),2015,2015-11,3517,Kharif Crops,1450.0,3085,85
Karjat (Raigad),Rice(Paddyhus),2016,2016-06,3045,Kharif Crops,1510.0,3055,87
Mumbai,Rice(Paddyhus),2015,2015-01,6767,Kharif Crops,1450.0,3051,45
Malkapur,Pigeon Pea (Tur),2015,2015-08,8093,Kharif Crops,4425.0,3049,40
Malkapur,Pigeon Pea (Tur),2015,2015-10,9567,Kharif Crops,4425.0,3041,35
Solapur,Rice(Paddyhus),2015,2015-12,3466,Kharif Crops,1450.0,3037,84
Solapur,Rice(Paddyhus),2016,2016-11,3126,Kharif Crops,1510.0,3035,81
Shirpur,Sesamum,2014,2014-10,10209,Kharif Crops,4600.0,3034,31
Kalyan,Rice(Paddyhus),2016,2016-03,4433,Kharif Crops,1510.0,3034,72
Karjat (Raigad),Rice(Paddyhus),2016,2016-11,3078,Kharif Crops,1510.0,3022,87
Karjat (Raigad),Rice(Paddyhus),2016,2016-07,3000,Kharif Crops,1510.0,3010,86
Pen,Rice(Paddyhus),2015,2015-01,4082,Kharif Crops,1450.0,3000,60
Sailu,Pigeon Pea (Tur),2015,2015-08,8781,Kharif Crops,4425.0,3000,36
Balapur,Pigeon Pea (Tur),2015,2015-12,8363,Kharif Crops,4425.0,3000,40
Karanja,Sesamum,2015,2015-11,3000,Kharif Crops,4700.0,3000,67
Kolhapur-Laxmipuri,Rice(Paddyhus),2015,2015-11,3367,Kharif Crops,1450.0,2971,86
Pen,Rice(Paddyhus),2015,2015-04,4075,Kharif Crops,1450.0,2950,59
Pen,Rice(Paddyhus),2015,2015-03,4080,Kharif Crops,1450.0,2950,59
Mumbai,Mustard,2014,2014-09,5795,Rabi Crops,3100.0,2943,51
Solapur,Rice(Paddyhus),2016,2016-04,3263,Kharif Crops,1510.0,2942,80
Ulhasnagar,Rice(Paddyhus),2015,2015-12,5190,Kharif Crops,1450.0,2940,57
Solapur,Rice(Paddyhus),2016,2016-01,3361,Kharif Crops,1510.0,2923,82
Kolhapur-Laxmipuri,Rice(Paddyhus),2016,2016-07,3854,Kharif Crops,1510.0,2914,79
Sangali,Pigeon Pea (Tur),2015,2015-08,7100,Kharif Crops,4425.0,2900,39
Chikhali,Sesamum,2016,2016-03,5450,Kharif Crops,4800.0,2900,54
Kolhapur-Laxmipuri,Rice(Paddyhus),2016,2016-06,3721,Kharif Crops,1510.0,2900,83
Solapur,Rice(Paddyhus),2016,2016-03,3324,Kharif Crops,1510.0,2900,80
Mumbai,Rice(Paddyhus),2015,2015-02,6100,Kharif Crops,1450.0,2896,48
Mumbai,Rice(Paddyhus),2016,2016-10,6258,Kharif Crops,1510.0,2886,47
Sailu,Sorgum(Jawar),2016,2016-02,1529,Kharif Crops,1650.0,2875,104
Sangali,Pigeon Pea (Tur),2015,2015-09,8900,Kharif Crops,4425.0,2867,35
Ulhasnagar,Rice(Paddyhus),2016,2016-07,4814,Kharif Crops,1510.0,2865,61
Solapur,Rice(Paddyhus),2016,2016-02,3399,Kharif Crops,1510.0,2855,79
Kolhapur-Laxmipuri,Rice(Paddyhus),2016,2016-08,3471,Kharif Crops,1510.0,2846,80
Mumbai,Rice(Paddyhus),2016,2016-09,5799,Kharif Crops,1510.0,2839,49
Ulhasnagar,Rice(Paddyhus),2016,2016-01,4995,Kharif Crops,1510.0,2835,57
Latur,Pigeon Pea (Tur),2015,2015-10,11705,Kharif Crops,4425.0,2810,26
Kolhapur-Laxmipuri,Rice(Paddyhus),2016,2016-11,3000,Kharif Crops,1510.0,2810,81
Pen,Rice(Paddyhus),2015,2015-08,4080,Kharif Crops,1450.0,2810,57
Malkapur,Pigeon Pea (Tur),2015,2015-12,8644,Kharif Crops,4425.0,2807,35
Kolhapur-Laxmipuri,Rice(Paddyhus),2016,2016-10,3060,Kharif Crops,1510.0,2803,81
Kalyan,Rice(Paddyhus),2015,2015-01,3300,Kharif Crops,1450.0,2800,85
Kurdwadi-Modnimb,Wheat(Husked),2016,2016-09,1952,Rabi Crops,,2799,92
Kolhapur-Laxmipuri,Rice(Paddyhus),2016,2016-09,3091,Kharif Crops,1510.0,2795,80
Kolhapur-Laxmipuri,Rice(Paddyhus),2016,2016-05,3727,Kharif Crops,1510.0,2789,81
Latur,Pigeon Pea (Tur),2015,2015-11,10395,Kharif Crops,4425.0,2782,28
Pen,Rice(Paddyhus),2014,2014-12,4074,Kharif Crops,1400.0,2781,57
Parola,Pigeon Pea (Tur),2016,2016-02,6985,Kharif Crops,4625.0,2771,41
Mumbai,Rice(Paddyhus),2016,2016-04,5586,Kharif Crops,1510.0,2764,50
Sangali,Pigeon Pea (Tur),2015,2015-12,9550,Kharif Crops,4425.0,2750,31
Kolhapur-Laxmipuri,Rice(Paddyhus),2016,2016-02,3021,Kharif Crops,1510.0,2734,81
Majalgaon,Pigeon Pea (Tur),2015,2015-12,8744,Kharif Crops,4425.0,2720,36
Pen,Rice(Paddyhus),2014,2014-11,4077,Kharif Crops,1400.0,2717,56
Ulhasnagar,Rice(Paddyhus),2016,2016-04,4257,Kharif Crops,1510.0,2717,63
Pen,Rice(Paddyhus),2015,2015-06,4080,Kharif Crops,1450.0,2716,56
Mumbai,Split Black Gram,2015,2015-10,14504,Kharif Crops,4425.0,2696,19
Mumbai,Rice(Paddyhus),2016,2016-03,5509,Kharif Crops,1510.0,2687,49
Mumbai,Rice(Paddyhus),2016,2016-02,5562,Kharif Crops,1510.0,2680,49
Karjat (Raigad),Rice(Paddyhus),2016,2016-10,3043,Kharif Crops,1510.0,2678,81
Kalyan,Rice(Paddyhus),2016,2016-06,4350,Kharif Crops,1510.0,2675,79
Achalpur,Pigeon Pea (Tur),2015,2015-12,8057,Kharif Crops,4425.0,2673,35
Kolhapur-Laxmipuri,Rice(Paddyhus),2016,2016-01,3000,Kharif Crops,1510.0,2671,80
Vasai,Rice(Paddyhus),2016,2016-05,2864,Kharif Crops,1510.0,2659,84
Shirpur,Pigeon Pea (Tur),2016,2016-02,6889,Kharif Crops,4625.0,2652,43
Ulhasnagar,Rice(Paddyhus),2016,2016-03,4295,Kharif Crops,1510.0,2652,62
Lasalgaon,Sunflower,2016,2016-11,4751,Kharif Crops,3850.0,2650,59
Pen,Rice(Paddyhus),2015,2015-09,4080,Kharif Crops,1450.0,2647,55
Ulhasnagar,Rice(Paddyhus),2016,2016-02,4467,Kharif Crops,1510.0,2643,60
Ulhasnagar,Rice(Paddyhus),2016,2016-08,4500,Kharif Crops,1510.0,2638,60
Shirpur,Sesamum,2015,2015-10,6192,Kharif Crops,4700.0,2624,44
Karjat (Raigad),Rice(Paddyhus),2016,2016-08,3000,Kharif Crops,1510.0,2609,79
Kille Dharur,Pigeon Pea (Tur),2015,2015-09,8708,Kharif Crops,4425.0,2600,34
Lasalgaon,Sesamum,2015,2015-01,10173,Kharif Crops,4700.0,2598,24
Sangrampur,Pigeon Pea (Tur),2015,2015-04,5750,Kharif Crops,4425.0,2588,53
Pen,Rice(Paddyhus),2015,2015-07,4077,Kharif Crops,1450.0,2580,54
Ulhasnagar,Rice(Paddyhus),2016,2016-09,4757,Kharif Crops,1510.0,2577,56
Mumbai,Rice(Paddyhus),2016,2016-05,5722,Kharif Crops,1510.0,2571,45
Mumbai,Rice(Paddyhus),2015,2015-08,5866,Kharif Crops,1450.0,2556,46
Daryapur,Pigeon Pea (Tur),2015,2015-12,8238,Kharif Crops,4425.0,2546,34
Mumbai,Rice(Paddyhus),2016,2016-08,5518,Kharif Crops,1510.0,2541,46
Pen,Rice(Paddyhus),2015,2015-02,3691,Kharif Crops,1450.0,2541,57
Kolhapur-Laxmipuri,Rice(Paddyhus),2016,2016-03,3063,Kharif Crops,1510.0,2541,77
Ulhasnagar,Rice(Paddyhus),2016,2016-06,4597,Kharif Crops,1510.0,2539,56
Shirpur,Sesamum,2015,2015-11,5167,Kharif Crops,4700.0,2525,47
Pen,Rice(Paddyhus),2016,2016-06,4078,Kharif Crops,1510.0,2521,53
Sangrampur-Varvatbakal,Pigeon Pea (Tur),2016,2016-04,8400,Kharif Crops,4625.0,2514,34
Pen,Rice(Paddyhus),2015,2015-05,4082,Kharif Crops,1450.0,2506,53
Pen,Rice(Paddyhus),2016,2016-11,4080,Kharif Crops,1510.0,2503,53
Pen,Rice(Paddyhus),2016,2016-01,4083,Kharif Crops,1510.0,2502,53
Pen,Rice(Paddyhus),2016,2016-02,4083,Kharif Crops,1510.0,2500,53
Pen,Rice(Paddyhus),2016,2016-08,4073,Kharif Crops,1510.0,2500,53
Pen,Rice(Paddyhus),2016,2016-03,4080,Kharif Crops,1510.0,2500,53
Pen,Rice(Paddyhus),2015,2015-11,4080,Kharif Crops,1450.0,2500,53
Pen,Rice(Paddyhus),2014,2014-10,4077,Kharif Crops,1400.0,2500,53
Mangrulpeer,Pigeon Pea (Tur),2015,2015-11,9900,Kharif Crops,4425.0,2500,28
Pen,Rice(Paddyhus),2014,2014-09,4074,Kharif Crops,1400.0,2500,53
Pen,Rice(Paddyhus),2015,2015-12,4082,Kharif Crops,1450.0,2500,53
Pen,Rice(Paddyhus),2015,2015-10,4079,Kharif Crops,1450.0,2500,53
Pen,Rice(Paddyhus),2016,2016-04,4070,Kharif Crops,1510.0,2500,53
Majalgaon,Pigeon Pea (Tur),2016,2016-04,8856,Kharif Crops,4625.0,2494,32
Sangali,Wheat(Unhusked),2015,2015-02,3647,Rabi Crops,1525.0,2493,54
Chikhali,Pigeon Pea (Tur),2015,2015-12,8095,Kharif Crops,4425.0,2485,31
Khamgaon,Pigeon Pea (Tur),2015,2015-08,8492,Kharif Crops,4425.0,2476,31
Pathari,Pigeon Pea (Tur),2016,2016-03,7253,Kharif Crops,4625.0,2474,39
Vasai,Rice(Paddyhus),2016,2016-03,2751,Kharif Crops,1510.0,2474,81
Umared,Rice(Paddyhus),2014,2014-09,3231,Kharif Crops,1400.0,2463,77
Mumbai,Rice(Paddyhus),2016,2016-06,6028,Kharif Crops,1510.0,2461,41
Karjat (Raigad),Rice(Paddyhus),2014,2014-09,3133,Kharif Crops,1400.0,2458,77
Daryapur,Pigeon Pea (Tur),2015,2015-07,7235,Kharif Crops,4425.0,2458,40
Mumbai,Rice(Paddyhus),2015,2015-12,5380,Kharif Crops,1450.0,2455,46
Malkapur,Sesamum,2015,2015-01,7888,Kharif Crops,4700.0,2450,33
Indapur-Bhigwan,Sesamum,2015,2015-06,6251,Kharif Crops,4700.0,2450,41
Mumbai,Rice(Paddyhus),2015,2015-07,5603,Kharif Crops,1450.0,2444,46
Mumbai,Rice(Paddyhus),2016,2016-07,5638,Kharif Crops,1510.0,2441,44
Sangrampur,Pigeon Pea (Tur),2015,2015-07,5155,Kharif Crops,4425.0,2434,46
Kolhapur-Laxmipuri,Rice(Paddyhus),2016,2016-04,3380,Kharif Crops,1510.0,2425,72
Vasai,Rice(Paddyhus),2016,2016-02,2744,Kharif Crops,1510.0,2424,80
Osmanabad,Wheat(Husked),2016,2016-04,3227,Rabi Crops,,2422,77
Mumbai,Rice(Paddyhus),2016,2016-01,5676,Kharif Crops,1510.0,2420,43
Vasai,Rice(Paddyhus),2016,2016-04,2744,Kharif Crops,1510.0,2412,80
Pathari,Safflower,2016,2016-03,2101,Rabi Crops,,2411,200
Mehkar,Pigeon Pea (Tur),2015,2015-08,9000,Kharif Crops,4425.0,2409,27
Karjat (Raigad),Rice(Paddyhus),2016,2016-05,3000,Kharif Crops,1510.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2016,2016-01,3000,Kharif Crops,1510.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2015,2015-09,3000,Kharif Crops,1450.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2015,2015-01,3000,Kharif Crops,1450.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2015,2015-02,3000,Kharif Crops,1450.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2014,2014-12,3000,Kharif Crops,1400.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2015,2015-06,3000,Kharif Crops,1450.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2016,2016-02,3000,Kharif Crops,1510.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2016,2016-03,3000,Kharif Crops,1510.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2016,2016-09,3000,Kharif Crops,1510.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2015,2015-10,3000,Kharif Crops,1450.0,2400,75
Khalapur(Shil-Phata),Rice(Paddyhus),2016,2016-02,3000,Kharif Crops,1510.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2016,2016-04,3000,Kharif Crops,1510.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2015,2015-03,3000,Kharif Crops,1450.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2015,2015-04,3000,Kharif Crops,1450.0,2400,75
Umared,Rice(Paddyhus),2014,2014-10,3200,Kharif Crops,1400.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2015,2015-11,3000,Kharif Crops,1450.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2014,2014-11,3000,Kharif Crops,1400.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2015,2015-05,3000,Kharif Crops,1450.0,2400,75
Karjat (Raigad),Rice(Paddyhus),2014,2014-10,3000,Kharif Crops,1400.0,2400,75
Shirpur,Pigeon Pea (Tur),2016,2016-01,8079,Kharif Crops,4625.0,2387,32
Osmanabad,Wheat(Husked),2015,2015-04,2722,Rabi Crops,1525.0,2384,88
Pen,Rice(Paddyhus),2016,2016-09,3948,Kharif Crops,1510.0,2383,52
Pen,Rice(Paddyhus),2016,2016-05,3938,Kharif Crops,1510.0,2371,52
Vasai,Rice(Paddyhus),2016,2016-10,2750,Kharif Crops,1510.0,2366,76
Kurdwadi-Modnimb,Pigeon Pea (Tur),2016,2016-02,7108,Kharif Crops,4625.0,2357,37
Vasai,Rice(Paddyhus),2016,2016-01,2771,Kharif Crops,1510.0,2351,78
Mangrulpeer,Pigeon Pea (Tur),2015,2015-08,9443,Kharif Crops,4425.0,2348,28
Sangrampur-Varvatbakal,Pigeon Pea (Tur),2016,2016-02,7550,Kharif Crops,4625.0,2343,36
Akola,Rice(Paddyhus),2016,2016-11,4282,Kharif Crops,1510.0,2343,55
Mumbai,Split Black Gram,2016,2016-05,15629,Kharif Crops,4575.0,2342,15
Karjat (Raigad),Rice(Paddyhus),2015,2015-08,2941,Kharif Crops,1450.0,2339,75
Malkapur,Pigeon Pea (Tur),2015,2015-11,8373,Kharif Crops,4425.0,2338,31
Karjat (Raigad),Rice(Paddyhus),2015,2015-12,3045,Kharif Crops,1450.0,2336,74
Pen,Rice(Paddyhus),2016,2016-10,3904,Kharif Crops,1510.0,2336,52
Karjat (Raigad),Rice(Paddyhus),2015,2015-07,2938,Kharif Crops,1450.0,2311,74
Hinganghat,Pigeon Pea (Tur),2016,2016-01,8425,Kharif Crops,4625.0,2306,28
Vasai,Rice(Paddyhus),2016,2016-06,2705,Kharif Crops,1510.0,2300,76
Mumbai,Rice(Paddyhus),2015,2015-11,5374,Kharif Crops,1450.0,2298,43
Pen,Rice(Paddyhus),2016,2016-07,3850,Kharif Crops,1510.0,2295,51
Sangrampur-Varvatbakal,Pigeon Pea (Tur),2016,2016-01,8346,Kharif Crops,4625.0,2287,31
Vasai,Rice(Paddyhus),2015,2015-07,2656,Kharif Crops,1450.0,2286,80
Akola,Pigeon Pea (Tur),2015,2015-10,10024,Kharif Crops,4425.0,2277,24
Nandgaon Khandeshwar,Pigeon Pea (Tur),2015,2015-09,8301,Kharif Crops,4425.0,2272,28
Mumbai,Rice(Paddyhus),2015,2015-09,5623,Kharif Crops,1450.0,2271,41
Mumbai,Rice(Paddyhus),2015,2015-10,5277,Kharif Crops,1450.0,2269,43
Malkapur,Pigeon Pea (Tur),2015,2015-06,6741,Kharif Crops,4425.0,2268,37
Indapur-Bhigwan,Sesamum,2015,2015-11,7200,Kharif Crops,4700.0,2267,31
Vasai,Rice(Paddyhus),2015,2015-12,2723,Kharif Crops,1450.0,2266,76
Kalmeshwar,Cotton,2016,2016-05,4836,Kharif Crops,3860.0,2263,44
Vasai,Rice(Paddyhus),2016,2016-11,2798,Kharif Crops,1510.0,2261,71
Vasai,Rice(Paddyhus),2015,2015-05,2496,Kharif Crops,1450.0,2250,85
Risod,Pigeon Pea (Tur),2015,2015-12,8543,Kharif Crops,4425.0,2250,27
Manwat,Pigeon Pea (Tur),2015,2015-08,9153,Kharif Crops,4425.0,2249,26
Mehkar,Pigeon Pea (Tur),2015,2015-10,8917,Kharif Crops,4425.0,2234,26
Vasai,Rice(Paddyhus),2016,2016-07,2787,Kharif Crops,1510.0,2232,70
Sangrampur,Pigeon Pea (Tur),2015,2015-05,5758,Kharif Crops,4425.0,2221,41
Kolhapur-Laxmipuri,Sorgum(Jawar),2014,2014-09,2225,Kharif Crops,1550.0,2219,82
Balapur,Pigeon Pea (Tur),2015,2015-10,8283,Kharif Crops,4425.0,2216,25
Vasai,Rice(Paddyhus),2015,2015-11,2737,Kharif Crops,1450.0,2214,73
Kolhapur-Laxmipuri,Sorgum(Jawar),2016,2016-09,2414,Kharif Crops,1650.0,2205,73
Khamgaon,Pigeon Pea (Tur),2015,2015-11,8541,Kharif Crops,4425.0,2204,27
Dondaicha,Pigeon Pea (Tur),2015,2015-09,4100,Kharif Crops,4425.0,2200,53
Indapur-Bhigwan,Sesamum,2015,2015-01,9750,Kharif Crops,4700.0,2200,23
Vasai,Rice(Paddyhus),2014,2014-09,2200,Kharif Crops,1400.0,2200,82
Kolhapur-Laxmipuri,Sorgum(Jawar),2014,2014-10,2300,Kharif Crops,1550.0,2200,79
Akkolkot,Pigeon Pea (Tur),2015,2015-10,12920,Kharif Crops,4425.0,2199,19
Vasai,Rice(Paddyhus),2015,2015-08,2749,Kharif Crops,1450.0,2187,73
Nandura,Pigeon Pea (Tur),2015,2015-10,11015,Kharif Crops,4425.0,2184,23
Vasai,Rice(Paddyhus),2015,2015-06,2551,Kharif Crops,1450.0,2175,79
Chopda,Sesamum,2015,2015-09,6853,Kharif Crops,4700.0,2169,35
Kolhapur-Laxmipuri,Rice(Paddyhus),2015,2015-12,3000,Kharif Crops,1450.0,2167,70
Amarawati,Sesamum,2015,2015-06,9303,Kharif Crops,4700.0,2166,24
Sangali,Pigeon Pea (Tur),2016,2016-04,9100,Kharif Crops,4625.0,2166,25
Kolhapur-Laxmipuri,Sorgum(Jawar),2016,2016-08,2488,Kharif Crops,1650.0,2158,77
Vasai,Rice(Paddyhus),2014,2014-10,2625,Kharif Crops,1400.0,2150,81
Sangrampur-Varvatbakal,Pigeon Pea (Tur),2015,2015-12,7630,Kharif Crops,4425.0,2150,31
Mohol,Pigeon Pea (Tur),2015,2015-10,4500,Kharif Crops,4425.0,2150,43
Kille Dharur,Pigeon Pea (Tur),2015,2015-11,9651,Kharif Crops,4425.0,2150,26
Majalgaon,Pigeon Pea (Tur),2016,2016-03,7788,Kharif Crops,4625.0,2141,31
Kolhapur-Laxmipuri,Sorgum(Jawar),2015,2015-02,2925,Kharif Crops,1590.0,2132,78
Balapur,Pigeon Pea (Tur),2015,2015-05,5540,Kharif Crops,4425.0,2130,38
Vasai,Rice(Paddyhus),2015,2015-10,2687,Kharif Crops,1450.0,2128,71
Sangali,Pigeon Pea (Tur),2015,2015-05,6063,Kharif Crops,4425.0,2125,36
Pachora,Sesamum,2015,2015-11,4838,Kharif Crops,4700.0,2125,44
Amarawati,Sesamum,2015,2015-05,9346,Kharif Crops,4700.0,2119,23
Malkapur,Pigeon Pea (Tur),2015,2015-05,6730,Kharif Crops,4425.0,2117,34
Balapur,Pigeon Pea (Tur),2015,2015-09,7400,Kharif Crops,4425.0,2117,32
Vasai,Rice(Paddyhus),2015,2015-09,2808,Kharif Crops,1450.0,2116,70
Kolhapur-Laxmipuri,Sorgum(Jawar),2015,2015-01,2740,Kharif Crops,1590.0,2115,77
Majalgaon,Pigeon Pea (Tur),2016,2016-02,7839,Kharif Crops,4625.0,2108,30
Ulhasnagar,Rice(Paddyhus),2016,2016-10,4509,Kharif Crops,1510.0,2106,48
Mehkar,Pigeon Pea (Tur),2015,2015-09,8306,Kharif Crops,4425.0,2102,26
Chandur Bajar,Pigeon Pea (Tur),2015,2015-10,9182,Kharif Crops,4425.0,2100,24
Kolhapur-Laxmipuri,Gr.Nut Kernels,2014,2014-10,6500,Kharif Crops,4000.0,2100,32
Mumbai,Split Black Gram,2015,2015-12,14685,Kharif Crops,4425.0,2093,15
Babhulgaon,Pigeon Pea (Tur),2015,2015-08,8450,Kharif Crops,4425.0,2086,26
Lasur Station,Pigeon Pea (Tur),2014,2014-09,4230,Kharif Crops,4350.0,2085,42
Majalgaon,Pigeon Pea (Tur),2015,2015-08,7891,Kharif Crops,4425.0,2084,29
Akot,Pigeon Pea (Tur),2015,2015-12,7854,Kharif Crops,4425.0,2079,27
Chalisgaon,Sunflower,2015,2015-11,4900,Kharif Crops,3800.0,2076,51
Karanja,Sesamum,2014,2014-10,8338,Kharif Crops,4600.0,2069,28
Malkapur,Pigeon Pea (Tur),2015,2015-04,6403,Kharif Crops,4425.0,2059,36
Amarawati,Sesamum,2015,2015-04,9225,Kharif Crops,4700.0,2056,22
Hinganghat,Pigeon Pea (Tur),2015,2015-09,8613,Kharif Crops,4425.0,2051,25
Umared,Pigeon Pea (Tur),2016,2016-05,7692,Kharif Crops,4625.0,2045,29
Varora,Pigeon Pea (Tur),2015,2015-12,7300,Kharif Crops,4425.0,2040,28
Chandur Bajar,Pigeon Pea (Tur),2015,2015-08,8281,Kharif Crops,4425.0,2035,26
Kolhapur-Laxmipuri,Sorgum(Jawar),2015,2015-12,2500,Kharif Crops,1590.0,2032,75
Khamgaon,Pigeon Pea (Tur),2015,2015-06,6490,Kharif Crops,4425.0,2031,32
Umared,Pigeon Pea (Tur),2016,2016-04,8000,Kharif Crops,4625.0,2030,27
Umared,Rice(Paddyhus),2014,2014-11,3013,Kharif Crops,1400.0,2025,68
Akhadabalapur,Pigeon Pea (Tur),2015,2015-10,6813,Kharif Crops,4425.0,2025,30
Chandur Bajar,Pigeon Pea (Tur),2015,2015-07,7290,Kharif Crops,4425.0,2023,32
Umared,Rice(Paddyhus),2016,2016-11,3500,Kharif Crops,1510.0,2013,67
Nandura,Pigeon Pea (Tur),2015,2015-08,8976,Kharif Crops,4425.0,2013,26
Barshi-Vairag,Sorgum(Jawar),2016,2016-04,2069,Kharif Crops,1650.0,2010,71
Kalyan,Gr.Nut Kernels,2016,2016-07,7050,Kharif Crops,4120.0,2000,29
Kalyan,Sesamum,2015,2015-08,8500,Kharif Crops,4700.0,2000,23
Kalyan,Sesamum,2015,2015-01,15000,Kharif Crops,4700.0,2000,14
Pathardi,Pigeon Pea (Tur),2016,2016-08,5901,Kharif Crops,4625.0,2000,34
Kalyan,Sesamum,2016,2016-09,10000,Kharif Crops,4800.0,2000,20
Kalyan,Gr.Nut Kernels,2016,2016-09,7500,Kharif Crops,4120.0,2000,25
Sangali,Pigeon Pea (Tur),2016,2016-10,7600,Kharif Crops,4625.0,2000,29
Sangali,Pigeon Pea (Tur),2016,2016-06,9000,Kharif Crops,4625.0,2000,24
Indapur-Bhigwan,Pigeon Pea (Tur),2015,2015-10,6750,Kharif Crops,4425.0,2000,35
Paithan,Wheat(Husked),2014,2014-12,1552,Rabi Crops,1450.0,2000,81
Shirpur,Sesamum,2016,2016-01,4842,Kharif Crops,4800.0,1997,45
Jalna,Sorgum(Jawar),2014,2014-11,2064,Kharif Crops,1550.0,1992,92
Mumbai,Split Black Gram,2016,2016-04,14591,Kharif Crops,4575.0,1991,14
Umared,Rice(Paddyhus),2016,2016-07,3500,Kharif Crops,1510.0,1988,67
Chikhali,Pigeon Pea (Tur),2015,2015-08,7050,Kharif Crops,4425.0,1987,31
Kolhapur-Laxmipuri,Sorgum(Jawar),2015,2015-11,2738,Kharif Crops,1590.0,1985,73
